[2024-11-19 16:17:33,280: INFO: main: Initiate the data ingestion]
[2024-11-19 16:44:39,507: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-19 16:44:39,566: INFO: data_ingestion: Exported train and test file path.]
[2024-11-19 16:44:39,566: INFO: main: Data ingestion completed!!!]
[2024-11-19 16:44:39,569: INFO: main: Initiate the data validation]
[2024-11-19 16:45:05,810: INFO: main: Initiate the data ingestion]
[2024-11-19 16:45:08,753: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-19 16:45:08,753: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-19 16:45:08,753: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-19 16:45:08,812: INFO: data_ingestion: Exported train and test file path.]
[2024-11-19 16:45:08,812: INFO: main: Data ingestion completed!!!]
[2024-11-19 16:45:08,815: INFO: main: Initiate the data validation]
[2024-11-19 16:45:08,830: INFO: data_validation: Train file path read successfully!!!]
[2024-11-19 16:45:08,834: INFO: data_validation: Test file path read successfully!!!]
[2024-11-19 16:45:08,834: INFO: data_validation: Required number of columns:2]
[2024-11-19 16:45:08,834: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:45:08,834: INFO: data_validation: Required number of columns:2]
[2024-11-19 16:45:08,834: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:46:01,090: INFO: main: Initiate the data ingestion]
[2024-11-19 16:46:03,769: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-19 16:46:03,769: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-19 16:46:03,770: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-19 16:46:03,844: INFO: data_ingestion: Exported train and test file path.]
[2024-11-19 16:46:03,844: INFO: main: Data ingestion completed!!!]
[2024-11-19 16:46:03,847: INFO: main: Initiate the data validation]
[2024-11-19 16:46:03,863: INFO: data_validation: Train file path read successfully!!!]
[2024-11-19 16:46:03,867: INFO: data_validation: Test file path read successfully!!!]
[2024-11-19 16:46:03,867: INFO: data_validation: Required number of columns:2]
[2024-11-19 16:46:03,867: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:46:03,867: INFO: data_validation: Required number of columns:2]
[2024-11-19 16:46:03,867: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:46:04,001: INFO: main: Data validation completed!!!]
[2024-11-19 16:46:53,171: INFO: main: Initiate the data ingestion]
[2024-11-19 16:46:58,774: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-19 16:46:58,774: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-19 16:46:58,774: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-19 16:46:58,834: INFO: data_ingestion: Exported train and test file path.]
[2024-11-19 16:46:58,835: INFO: main: Data ingestion completed!!!]
[2024-11-19 16:46:58,838: INFO: main: Initiate the data validation]
[2024-11-19 16:46:58,854: INFO: data_validation: Train file path read successfully!!!]
[2024-11-19 16:46:58,858: INFO: data_validation: Test file path read successfully!!!]
[2024-11-19 16:46:58,859: INFO: data_validation: Required number of columns:31]
[2024-11-19 16:46:58,859: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:46:58,859: INFO: data_validation: Required number of columns:31]
[2024-11-19 16:46:58,859: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:46:58,992: INFO: main: Data validation completed!!!]
[2024-11-19 16:50:13,573: INFO: main: Initiate the data ingestion]
[2024-11-19 16:50:17,181: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-19 16:50:17,181: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-19 16:50:17,182: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-19 16:50:17,241: INFO: data_ingestion: Exported train and test file path.]
[2024-11-19 16:50:17,241: INFO: main: Data ingestion completed!!!]
[2024-11-19 16:50:17,244: INFO: main: Initiate the data validation]
[2024-11-19 16:50:17,261: INFO: data_validation: Train file path read successfully!!!]
[2024-11-19 16:50:17,265: INFO: data_validation: Test file path read successfully!!!]
[2024-11-19 16:50:17,265: INFO: data_validation: Required number of columns:31]
[2024-11-19 16:50:17,265: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:50:17,265: INFO: data_validation: Required number of columns:31]
[2024-11-19 16:50:17,265: INFO: data_validation: Data frame has columns:31]
[2024-11-19 16:50:17,399: INFO: main: Data validation completed!!!]
[2024-11-19 22:35:29,969: INFO: main: Initiate the data ingestion]
[2024-11-19 22:35:42,616: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-19 22:35:42,616: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-19 22:35:42,617: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-19 22:35:42,685: INFO: data_ingestion: Exported train and test file path.]
[2024-11-19 22:35:42,685: INFO: main: Data ingestion completed!!!]
[2024-11-19 22:35:42,688: INFO: main: Initiate the data validation]
[2024-11-19 22:35:42,704: INFO: data_validation: Train file path read successfully!!!]
[2024-11-19 22:35:42,707: INFO: data_validation: Test file path read successfully!!!]
[2024-11-19 22:35:42,707: INFO: data_validation: Required number of columns:31]
[2024-11-19 22:35:42,708: INFO: data_validation: Data frame has columns:31]
[2024-11-19 22:35:42,708: INFO: data_validation: Required number of columns:31]
[2024-11-19 22:35:42,708: INFO: data_validation: Data frame has columns:31]
[2024-11-19 22:35:42,838: INFO: main: Data validation completed!!!]
[2024-11-19 22:35:42,838: INFO: main: Initiate the data transformation...]
[2024-11-19 22:35:42,838: INFO: data_transformation: Data Transformation started]
[2024-11-19 22:35:42,859: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-19 22:35:42,859: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-19 22:35:42,867: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-19 22:35:42,872: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-19 22:35:42,872: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-19 22:35:42,878: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-19 22:35:42,882: INFO: main: Data transformation completed!!!]
[2024-11-20 00:07:49,767: INFO: main: Initiate the data ingestion]
[2024-11-20 00:08:11,000: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-20 00:08:11,000: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-20 00:08:11,000: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-20 00:08:11,061: INFO: data_ingestion: Exported train and test file path.]
[2024-11-20 00:08:11,061: INFO: main: Data ingestion completed!!!]
[2024-11-20 00:08:11,064: INFO: main: Initiate the data validation]
[2024-11-20 00:08:11,081: INFO: data_validation: Train file path read successfully!!!]
[2024-11-20 00:08:11,085: INFO: data_validation: Test file path read successfully!!!]
[2024-11-20 00:08:11,085: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:08:11,085: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:08:11,085: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:08:11,085: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:08:11,234: INFO: main: Data validation completed!!!]
[2024-11-20 00:08:11,235: INFO: main: Initiate the data transformation...]
[2024-11-20 00:08:11,235: INFO: data_transformation: Data Transformation started]
[2024-11-20 00:08:11,254: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-20 00:08:11,254: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-20 00:08:11,260: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:08:11,263: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:08:11,263: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:08:11,270: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:08:11,271: INFO: main: Data transformation completed!!!]
[2024-11-20 00:08:11,271: INFO: main: Model Training started]
[2024-11-20 00:10:55,181: INFO: main: Initiate the data ingestion]
[2024-11-20 00:11:31,805: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-20 00:11:31,806: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-20 00:11:31,806: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-20 00:11:31,866: INFO: data_ingestion: Exported train and test file path.]
[2024-11-20 00:11:31,867: INFO: main: Data ingestion completed!!!]
[2024-11-20 00:11:31,870: INFO: main: Initiate the data validation]
[2024-11-20 00:11:31,897: INFO: data_validation: Train file path read successfully!!!]
[2024-11-20 00:11:31,901: INFO: data_validation: Test file path read successfully!!!]
[2024-11-20 00:11:31,901: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:11:31,901: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:11:31,901: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:11:31,901: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:11:32,033: INFO: main: Data validation completed!!!]
[2024-11-20 00:11:32,033: INFO: main: Initiate the data transformation...]
[2024-11-20 00:11:32,033: INFO: data_transformation: Data Transformation started]
[2024-11-20 00:11:32,053: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-20 00:11:32,053: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-20 00:11:32,060: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:11:32,065: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:11:32,065: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:11:32,072: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:11:32,073: INFO: main: Data transformation completed!!!]
[2024-11-20 00:11:32,073: INFO: main: Model Training started]
[2024-11-20 00:21:57,140: INFO: main: Initiate the data ingestion]
[2024-11-20 00:23:00,320: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-20 00:23:00,321: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-20 00:23:00,321: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-20 00:23:00,386: INFO: data_ingestion: Exported train and test file path.]
[2024-11-20 00:23:00,386: INFO: main: Data ingestion completed!!!]
[2024-11-20 00:23:00,390: INFO: main: Initiate the data validation]
[2024-11-20 00:23:00,409: INFO: data_validation: Train file path read successfully!!!]
[2024-11-20 00:23:00,413: INFO: data_validation: Test file path read successfully!!!]
[2024-11-20 00:23:00,413: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:23:00,413: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:23:00,413: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:23:00,413: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:23:00,545: INFO: main: Data validation completed!!!]
[2024-11-20 00:23:00,545: INFO: main: Initiate the data transformation...]
[2024-11-20 00:23:00,545: INFO: data_transformation: Data Transformation started]
[2024-11-20 00:23:00,564: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-20 00:23:00,564: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-20 00:23:00,581: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:23:00,590: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:23:00,590: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:23:00,616: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:23:00,617: INFO: main: Data transformation completed!!!]
[2024-11-20 00:23:00,617: INFO: main: Model Training started]
[2024-11-20 00:29:28,811: INFO: main: Initiate the data ingestion]
[2024-11-20 00:29:44,118: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-20 00:29:44,119: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-20 00:29:44,119: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-20 00:29:44,177: INFO: data_ingestion: Exported train and test file path.]
[2024-11-20 00:29:44,177: INFO: main: Data ingestion completed!!!]
[2024-11-20 00:29:44,180: INFO: main: Initiate the data validation]
[2024-11-20 00:29:44,195: INFO: data_validation: Train file path read successfully!!!]
[2024-11-20 00:29:44,199: INFO: data_validation: Test file path read successfully!!!]
[2024-11-20 00:29:44,199: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:29:44,199: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:29:44,199: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:29:44,199: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:29:44,325: INFO: main: Data validation completed!!!]
[2024-11-20 00:29:44,325: INFO: main: Initiate the data transformation...]
[2024-11-20 00:29:44,325: INFO: data_transformation: Data Transformation started]
[2024-11-20 00:29:44,344: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-20 00:29:44,344: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-20 00:29:44,352: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:29:44,357: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:29:44,357: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:29:44,362: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:29:44,363: INFO: main: Data transformation completed!!!]
[2024-11-20 00:29:44,363: INFO: main: Model Training started]
[2024-11-20 00:33:21,663: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:33:21,690: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:33:21,690: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:33:21,706: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:33:21,706: INFO: model_trainer: Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_20_2024_00_29_27/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9913218970736629), precision_score=np.float64(0.9892256570335314), recall_score=np.float64(0.9934270401456163)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.986469864698647), precision_score=np.float64(0.9808397880146759), recall_score=np.float64(0.9921649484536083)))]
[2024-11-20 00:33:21,708: INFO: main: Model Training finished!!!]
[2024-11-20 00:36:06,548: INFO: main: Initiate the data ingestion]
[2024-11-20 00:37:26,871: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-20 00:37:26,871: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-20 00:37:26,871: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-20 00:37:26,929: INFO: data_ingestion: Exported train and test file path.]
[2024-11-20 00:37:26,929: INFO: main: Data ingestion completed!!!]
[2024-11-20 00:37:26,932: INFO: main: Initiate the data validation]
[2024-11-20 00:37:26,947: INFO: data_validation: Train file path read successfully!!!]
[2024-11-20 00:37:26,953: INFO: data_validation: Test file path read successfully!!!]
[2024-11-20 00:37:26,953: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:37:26,953: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:37:26,954: INFO: data_validation: Required number of columns:31]
[2024-11-20 00:37:26,954: INFO: data_validation: Data frame has columns:31]
[2024-11-20 00:37:27,093: INFO: main: Data validation completed!!!]
[2024-11-20 00:37:27,093: INFO: main: Initiate the data transformation...]
[2024-11-20 00:37:27,093: INFO: data_transformation: Data Transformation started]
[2024-11-20 00:37:27,111: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-20 00:37:27,112: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-20 00:37:27,119: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:37:27,127: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:37:27,127: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:37:27,131: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:37:27,133: INFO: main: Data transformation completed!!!]
[2024-11-20 00:37:27,133: INFO: main: Model Training started]
[2024-11-20 00:41:04,909: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:41:04,928: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:41:04,928: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-20 00:41:04,954: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-20 00:41:04,954: INFO: model_trainer: Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_20_2024_00_36_05/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9908210096889342), precision_score=np.float64(0.9891060883730401), recall_score=np.float64(0.9925418880261545)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.987785657998424), precision_score=np.float64(0.9831372549019608), recall_score=np.float64(0.9924782264449723)))]
[2024-11-20 00:41:04,959: INFO: main: Model Training finished!!!]
[2024-11-21 11:54:45,666: INFO: main: Initiate the data ingestion]
[2024-11-21 11:55:05,704: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-21 11:55:05,707: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-21 11:55:05,707: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-21 11:55:05,773: INFO: data_ingestion: Exported train and test file path.]
[2024-11-21 11:55:05,773: INFO: main: Data ingestion completed!!!]
[2024-11-21 11:55:05,777: INFO: main: Initiate the data validation]
[2024-11-21 11:55:05,797: INFO: data_validation: Train file path read successfully!!!]
[2024-11-21 11:55:05,802: INFO: data_validation: Test file path read successfully!!!]
[2024-11-21 11:55:05,802: INFO: data_validation: Required number of columns:31]
[2024-11-21 11:55:05,802: INFO: data_validation: Data frame has columns:31]
[2024-11-21 11:55:05,802: INFO: data_validation: Required number of columns:31]
[2024-11-21 11:55:05,802: INFO: data_validation: Data frame has columns:31]
[2024-11-21 11:55:05,932: INFO: main: Data validation completed!!!]
[2024-11-21 11:55:05,933: INFO: main: Initiate the data transformation...]
[2024-11-21 11:55:05,933: INFO: data_transformation: Data Transformation started]
[2024-11-21 11:55:05,953: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-21 11:55:05,953: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-21 11:55:05,962: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 11:55:05,966: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 11:55:05,967: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 11:55:05,973: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 11:55:05,975: INFO: main: Data transformation completed!!!]
[2024-11-21 11:55:05,975: INFO: main: Model Training started]
[2024-11-21 11:55:54,433: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 11:55:54,439: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 11:55:54,440: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 11:55:54,448: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 11:55:54,448: INFO: model_trainer: Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_21_2024_11_54_42/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9911889811626494), precision_score=np.float64(0.989385361908613), recall_score=np.float64(0.9929991883116883)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9858184764991896), precision_score=np.float64(0.9818401937046005), recall_score=np.float64(0.9898291293734743)))]
[2024-11-21 11:55:54,450: INFO: main: Model Training finished!!!]
[2024-11-21 12:20:26,081: INFO: _client: HTTP Request: POST https://dagshub.com/login/oauth/middleman "HTTP/1.1 200 OK"]
[2024-11-21 12:20:26,981: INFO: _client: HTTP Request: POST https://dagshub.com/login/oauth/access_token "HTTP/1.1 200 OK"]
[2024-11-21 12:20:27,353: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 12:20:27,357: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 12:20:27,738: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 12:20:28,150: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 12:20:28,154: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 12:20:28,154: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 12:20:28,156: INFO: main: Initiate the data ingestion]
[2024-11-21 12:20:59,302: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-21 12:20:59,303: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-21 12:20:59,303: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-21 12:20:59,379: INFO: data_ingestion: Exported train and test file path.]
[2024-11-21 12:20:59,379: INFO: main: Data ingestion completed!!!]
[2024-11-21 12:20:59,383: INFO: main: Initiate the data validation]
[2024-11-21 12:20:59,404: INFO: data_validation: Train file path read successfully!!!]
[2024-11-21 12:20:59,410: INFO: data_validation: Test file path read successfully!!!]
[2024-11-21 12:20:59,410: INFO: data_validation: Required number of columns:31]
[2024-11-21 12:20:59,410: INFO: data_validation: Data frame has columns:31]
[2024-11-21 12:20:59,410: INFO: data_validation: Required number of columns:31]
[2024-11-21 12:20:59,410: INFO: data_validation: Data frame has columns:31]
[2024-11-21 12:20:59,660: INFO: main: Data validation completed!!!]
[2024-11-21 12:20:59,660: INFO: main: Initiate the data transformation...]
[2024-11-21 12:20:59,660: INFO: data_transformation: Data Transformation started]
[2024-11-21 12:20:59,686: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-21 12:20:59,686: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-21 12:20:59,692: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 12:20:59,694: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 12:20:59,694: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 12:20:59,770: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 12:20:59,772: INFO: main: Data transformation completed!!!]
[2024-11-21 12:20:59,772: INFO: main: Model Training started]
[2024-11-21 12:23:10,973: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 12:23:11,032: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 12:23:11,033: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 12:23:11,049: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 12:23:11,051: INFO: model_trainer: Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_21_2024_12_20_13/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9910173597093258), precision_score=np.float64(0.9894195888754534), recall_score=np.float64(0.9926202992317024)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9880165289256199), precision_score=np.float64(0.988833746898263), recall_score=np.float64(0.9872006606110653)))]
[2024-11-21 12:23:11,063: INFO: main: Model Training finished!!!]
[2024-11-21 13:47:54,403: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:47:54,409: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 13:47:54,846: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 13:47:55,239: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:47:55,242: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 13:47:55,242: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 13:54:21,016: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:54:21,027: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 13:54:21,510: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 13:54:21,918: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:54:21,921: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 13:54:21,922: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 13:54:21,922: INFO: main: Initiate the data ingestion]
[2024-11-21 13:54:42,220: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-21 13:54:42,221: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-21 13:54:42,221: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-21 13:54:42,290: INFO: data_ingestion: Exported train and test file path.]
[2024-11-21 13:54:42,291: INFO: main: Data ingestion completed!!!]
